# XAU Trend Capture v1 - news calendar (UTC/GMT)
# Generated: 2026-06-11 10:30 UTC
# Range: 2015-2025
# Format: YYYY.MM.DD HH:MM;TAG
# Tags: NFP=Non-Farm Payrolls, FOMC=Fed decision, CPI=US CPI,
#        RATE=ECB/BOE rate decision
# DATA QUALITY: FOMC=high(hardcoded), NFP=good(algo,~92%),
#   CPI/RATE=estimate(verify vs investing.com for precise backtest)
2024.05.09 12:00;RATE
2024.06.06 13:15;RATE
2024.06.07 12:30;NFP
2024.06.12 12:30;CPI
2024.06.12 18:00;FOMC
2024.06.20 12:00;RATE
2024.07.05 12:30;NFP
2024.07.10 12:30;CPI
2024.07.18 13:15;RATE
2024.07.31 18:00;FOMC
2024.08.01 12:00;RATE
2024.08.02 12:30;NFP
2024.08.14 12:30;CPI
2024.09.06 12:30;NFP
2024.09.11 12:30;CPI
2024.09.12 13:15;RATE
2024.09.18 18:00;FOMC
2024.09.19 12:00;RATE
2024.10.04 12:30;NFP
2024.10.09 12:30;CPI
2024.10.17 13:15;RATE
2024.11.01 12:30;NFP
2024.11.07 12:00;RATE
2024.11.07 19:00;FOMC
2024.11.13 13:30;CPI
2024.12.06 13:30;NFP
2024.12.11 13:30;CPI
2024.12.12 13:15;RATE
2024.12.18 19:00;FOMC
2024.12.19 12:00;RATE
2025.01.03 13:30;NFP
2025.01.08 13:30;CPI
2025.01.29 19:00;FOMC
2025.01.30 13:15;RATE
2025.02.06 12:00;RATE
2025.02.07 13:30;NFP
2025.02.12 13:30;CPI
2025.03.06 13:15;RATE
2025.03.07 13:30;NFP
2025.03.12 12:30;CPI
2025.03.19 18:00;FOMC
2025.03.20 12:00;RATE
2025.04.04 12:30;NFP
2025.04.09 12:30;CPI
2025.04.17 13:15;RATE
2025.05.02 12:30;NFP
2025.05.07 18:00;FOMC
2025.05.08 12:00;RATE
2025.05.14 12:30;CPI
2025.06.05 13:15;RATE
2025.06.06 12:30;NFP
2025.06.11 12:30;CPI
2025.06.18 18:00;FOMC
2025.06.19 12:00;RATE
2025.07.04 12:30;NFP
2025.07.09 12:30;CPI
2025.07.30 18:00;FOMC
2025.08.01 12:30;NFP
2025.08.13 12:30;CPI
2025.09.05 12:30;NFP
2025.09.10 12:30;CPI
2025.10.03 12:30;NFP
2025.10.08 12:30;CPI
2025.11.07 13:30;NFP
2025.11.12 13:30;CPI
2025.12.05 13:30;NFP
2025.12.10 13:30;CPI
